id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bertscore_f1_a1,bertscore_f1_a2,bleurt_score_a1,bleurt_score_a2
809,why did the king pretend to help decide the brothers quarrel ?,implicit,"then the king thanked him , and did as he said . "" why do you stand there fighting till the end of time ? "" said he to the brothers . "" let me test your possessions if i am to decide your quarrel . "" that suited them ; but when he had hat , cloak and boots , he told them : "" i will give you my decision the next time we meet ! "" and with that he wished himself far away . while he was flying through the air he happened to meet the north wind . "" and where are you going ? "" asked the north wind . """,to trick them .,to wish himself back to whiteland .,None of the above choices .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22089591134157885,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",1.0,1.5,6,4,0.1869843520537038,"[0.2857142857142857, 0.16666666666666666, 0.2, 0.25]",0.846481724890614,0.8571428571428571,6,7,0.8716611266136169,0.8489974737167358,-1.2971734,-1.3246354
810,what did the king do in order to avoid the misfortune told by the old fairy ?,explicit,"the king , to avoid the misfortune foretold by the old fairy , caused immediately proclamation to be made , whereby everybody was forbidden , on pain of death , to spin with a distaff and spindle , or to have so much as any spindle in their houses . about fifteen or sixteen years after , the king and queen being gone to one of their houses of pleasure , the young princess happened one day to divert herself in running up and down the palace ; when going up from one apartment to another , she came",forbade everyone from spinning with a distaff or spindle or have a spindle in their houses .,forbade everybody to spin with a distaff and spindle .,The king caused immediate proclamation to be made .,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.11764705882352941,0.11764705882352941,0.05802435550866946,"[0.2, 0.1111111111111111, 0.125, 0.14285714285714285]",0.41111229050718745,0.5294117647058824,9,17,0.1397712139461423,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.8948393168143697,0.9,9,10,0.8432561159133911,0.8559995293617249,-1.3730146,-1.4417748
811,where was the young king trying to go ?,explicit,"then the young king grew very sad , and went about day in , day out , with no other thought than getting back to his queen . "" i must try and see whether i can not find out where whiteland is , "" thought he , and wandered forth into the wide world . after he had gone a while he came to a hill ; and there he met one who was the lord of all the beasts of the forest -- for they came when he blew his horn -- and him the king asked where whiteland was . "" that i do not know , "" said he , "" but i will",whiteland .,back to his queen .,whiteland,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.36787944117144233,"[1.0, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.9558154940605164,0.8106371760368347,0.6271057,-1.2264079
812,how did mikoto receive the water ?,explicit,"he received it from them with both hands , raising it to the height of his forehead in token of high respect and pleasure , and then drank the water quickly , for his thirst was great . when he had finished his long draught he set the cup down on the edge of the well , and drawing his short sword he cut off one of the strange curved jewels ( magatama ) , a necklace of which hung round his neck and fell over his breast . he placed the jewel in the cup and returned it to them , and said , bowing d","both hands , raising it to the height of his forehead .","with both hands , raising it to the height of his forehead in token of high respect and pleasure .",drank it quickly,0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.09523809523809525,0.0,0.09523809523809525,0.09523809523809525,0.02674984333087479,"[0.5, 0.3333333333333333, 0.5, 1.0]",0.049787068367863944,0.25,3,12,0.001858671434298421,"[0.5, 0.3333333333333333, 0.5, 1.0]",0.0034593773364647584,0.15,3,20,0.8532907962799072,0.8315589427947998,-1.4635153,-1.4272922
813,where did the dragon's old mother live ?,explicit,"and so the prince wandered on for another year , always on the same road , and at last reached the hut where he found the third old man . he put the same question to him as he had put to his son and grandson ; but this time the old man answered , ' the dragon lives up there on the mountain , and he has just begun his year of sleep . for one whole year he is always awake , and the next he sleeps . but if you wish to see the flower queen 's daughter go up the second mountain : the dragon 's old mo",second mountain .,the second mountain .,the second mountain,0.8,0.6666666666666666,0.8,0.8,1.0,1.0,1.0,1.0,0.7071067811865475,"[0.75, 0.6666666666666666, 0.5, 1.0]",1.0,1.0,3,3,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9117615222930908,0.9642074108123779,0.57460433,0.71776575
814,where was the small village ?,explicit,"at the foot of some high mountains there was , once upon a time , a small village , and a little way off two roads met , one of them going to the east and the other to the west . the villagers were quiet , hard - working folk , who toiled in the fields all day , and in the evening set out for home when the bell began to ring in the little church . in the summer mornings they led out their flocks to pasture , and were happy and contented from sunrise to sunset . one summer night , when a round fu",the foot of some high mountains .,at the foot of some high mountains .,at the foot of some high mountains,0.923076923076923,0.9090909090909091,0.923076923076923,0.923076923076923,1.0,1.0,1.0,1.0,0.8408964152537145,"[0.875, 0.8571428571428571, 0.8333333333333334, 0.8]",1.0,1.0,7,7,0.8668778997501817,"[1.0, 1.0, 1.0, 1.0]",0.8668778997501817,0.875,7,8,0.9674652814865112,0.9823247194290161,0.49807662,0.82943743
815,where did dullhead spend the night ?,explicit,"then dullhead fell to at once to hew down the tree , and when it fell he found amongst its roots a goose , whose feathers were all of pure gold . he lifted it out , carried it off , and took it with him to an inn where he meant to spend the night . now the landlord of the inn had three daughters , and when they saw the goose they were filled with curiosity as to what this wonderful bird could be , and each longed to have one of its golden feathers . the eldest thought to herself : ' no doubt i s",an inn .,an inn .,an inn,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.6065306597126334,"[1.0, 1.0, 1.0, 1.0]",0.6065306597126334,0.6666666666666666,2,3,0.9273118376731873,0.9273118376731873,0.8533485,0.8533485
816,why did the tai want the hook to come out ?,implicit,"the cuttlefish now came forward , and said to the king : "" what i said was right . you see the hook still sticks in the tai 's throat . i hope to be able to pull it out in the presence of the mikoto , and then we can return it to him safely ! "" "" o please make haste and pull it out ! "" cried the tai , pitifully , for he felt the pains in his throat coming on again ; "" i do so want to return the hook to the mikoto . "" "" all right , tai san , "" said his friend the cuttlefish , and then opening the",it was causing a great pain .,he felt pains in his throat coming on again .,the tai wanted the hook to come out in the presence of the mikoto .,0.0,0.0,0.0,0.0,0.08695652173913043,0.0,0.08695652173913043,0.08695652173913043,0.08225964699966554,"[0.125, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,2.142857142857143,15,7,0.09103526405546068,"[0.1875, 0.06666666666666667, 0.07142857142857142, 0.07692307692307693]",1.0,1.5,15,10,0.8671749830245972,0.8614932298660278,-1.1766889,-1.3246776
817,what will happen after everyone throws the stones into the sea ?,implicit,"his wife set out in the new steamer and sang to the sea - king . next morning thirty cows stood on the shore , all finding food for themselves . ' know'st thou , good man , that we are far too cramped on this wretched rock , and where am i to find room for so many cows ? ' ' there is nothing to be done but to pump out the sea . ' ' rubbish ! ' said his wife . ' who can pump out the sea ? ' ' try with thy new steamer , there is a pump in it . ' maie knew well that her husband was only making fun ",it will anger ahti .,they will anger ahti .,foam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.015401555084618098,"[0.5, 1.0, 1.0, 1.0]",0.01831563888873418,0.2,1,5,0.814457893371582,0.8336696028709412,-1.2788376,-1.3508755
818,who appeared on a gaily painted boat ?,explicit,"maie sighed . she knew well that her husband was right , but she could not give up the idea of a cow . the buttermilk no longer tasted as good as usual in the coffee ; she thought of sweet cream and fresh butter , and of how there was nothing in the world to be compared with them . one day as matte and his wife were cleaning herring on the shore they heard prince barking , and soon there appeared a gaily painted boat with three young men in it , steering towards the rock . they were students , o",three young men .,three young men .,three young men,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9657185673713684,0.9657185673713684,0.8954743,0.8954743
819,why was the young king very sad ?,implicit,"when he had been home a few days , his mother wanted him to go up to the castle and show the king what a man he had grown to be . his father said : "" no , he had better not do that , for we will have to do without him in the meantime . "" but there was no help for it , the mother begged and pleaded until he went . when he got there he was more splendidly dressed and fitted out than the other king . this did not suit the latter , and he said : "" you can see what my queen looks like , but i can not",he missed his queen .,he had no way of getting back to his wife .,the king,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14256747717620566,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.22313016014842982,0.4,2,5,0.007098016733205634,"[0.3333333333333333, 0.5, 1.0, 1.0]",0.011108996538242306,0.18181818181818182,2,11,0.8754576444625854,0.8347013592720032,-1.0261582,-1.420756
820,what did the widowed mistress need to do before the old woman could help her cure the pig ?,implicit,""" madam , "" she said , with a sob in her voice , "" i bid you welcome to the house of kittlerumpit , although you find its mistress one of the most unfortunate women in the world . "" "" hout - tout , "" answered the old lady , in such a harsh voice that the young woman started , and grasped her baby tighter in her arms . "" ye have little need to say that . ye have lost your husband , i grant ye , but there were waur losses at shirra - muir . and now your pig is like to die -- i could , maybe , reme",offer something in return .,give her something in return for curing the pig .,The widowed mistress needed to hear how much ye wad gie me if i cured him .,0.0,0.0,0.0,0.0,0.08,0.0,0.08,0.08,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,3.4,17,5,0.07223943354597204,"[0.1111111111111111, 0.058823529411764705, 0.0625, 0.06666666666666667]",1.0,1.7,17,10,0.8071119785308838,0.8422869443893433,-1.2848034,-1.2806405
821,what happened because the mice went into their holes ?,explicit,""" eating is hard work in this country , "" said the merchant . "" how is it the folk here have no cats ? "" "" cats ? "" said the people : they did not know what they were . then the merchant had the cat that he had bought for the scullion brought , and when the cat went over the table , the mice had to hurry into their holes , and not in the memory of man had the people been able to eat in such comfort . then they begged and implored the merchant to sell them his cat . at last he said he would let t",the people were able to eat in such comfort .,the people had been able to eat in such comfort .,None of the above choices .,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.1255107248036171,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.513417119032592,0.6,6,10,0.10624253482403696,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.43459820850707814,0.5454545454545454,6,11,0.8548607230186462,0.8407779335975647,-1.197529,-1.2948973
822,what did some people say about her husband ?,explicit,"i am going to tell you a story about a poor young widow woman , who lived in a house called kittlerumpit , though whereabouts in scotland the house of kittlerumpit stood nobody knows . some folk think that it stood in the neighbourhood of the debateable land , which , as all the world knows , was on the borders , where the old border reivers were constantly coming and going ; the scotch stealing from the english , and the english from the scotch . be that as it may , the widowed mistress of kitt","had been persuaded to enlist , and had been killed in the wars .",killed in the wars .,"She had been persuaded to enlist , and had been killed in the wars ; others , that he had been taken away to serve as a sailor by the press - gang , and had been drowned at sea .",0.5106382978723404,0.48888888888888893,0.5106382978723404,0.5106382978723404,0.20512820512820512,0.1621621621621622,0.20512820512820512,0.20512820512820512,0.31286911900957376,"[0.35714285714285715, 0.3170731707317073, 0.3, 0.28205128205128205]",1.0,2.9285714285714284,41,14,0.0855659914079451,"[0.14285714285714285, 0.0975609756097561, 0.075, 0.05128205128205128]",1.0,8.2,41,5,0.9117662310600281,0.8401725888252258,-0.58415544,-1.1215363
823,what happened because time passed so pleasantly ?,explicit,"there was much gladness between the sea king and the happy hunter , and they sat and talked for a long time . at last the sea king clapped his hands , and then a huge retinue of fishes appeared , all robed in ceremonial garments , and bearing in their fins various trays on which all kinds of sea delicacies were served . a great feast was now spread before the king and his royal guest . all the fishes - in - waiting were chosen from amongst the finest fish in the sea , so you can imagine what a w",the happy hunter seemed to forget his troubles and why he had come at all to the sea king 's realm .,the happy hunter seemed to forget his trouble .,ryn jin commanded his daughters to play some music,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.23529411764705882,0.0,0.11764705882352941,0.11764705882352941,0.03684329198716409,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",0.23587708298570007,0.4090909090909091,9,22,0.15619699684601276,"[0.3, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.0,9,9,0.8313252925872803,0.8414162993431091,-1.4268206,-1.3833375
824,why did his brother value the hook above all other things ?,explicit,"he now began to feel extremely anxious , for he knew that his brother would be angry at his having lost his hook , for , it being his only one , he valued it above all other things . the happy hunter now set to work to look among the rocks and on the sand for the lost hook , and while he was searching to and fro , his brother , the skillful fisher , arrived on the scene . he had failed to find any game while hunting that day , and was not only in a bad temper , but looked fearfully cross . when ",it was his only one .,it was his only one .,he had lost his hook .,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.20000000000000004,0.0,0.20000000000000004,0.20000000000000004,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.0,6,6,0.8769524693489075,0.8769524693489075,-1.155287,-1.155287
825,what did the crew on the boat do because they thought the meer-trolls were making signs ?,explicit,""" god be praised for good company ! that was just what i needed . yes , it is true , as i have always said , that i was born under a lucky star , "" thought andrew to himself ; perhaps he said so too , for occasionally he really had to talk a little . so he lived through the fall . once he saw a boat , and hung a rag on a pole and waved with it ; but that very moment the sail dropped , and the crew took to the oars and rowed away at top speed , for they thought the meer - trolls were making signs",took the oars and rowed away at top speed .,the crew took to the oards and rowed away at top speed .,The crew took to the oars and rowed away at top speed .,0.8571428571428571,0.7368421052631579,0.8571428571428571,0.8571428571428571,0.9166666666666666,0.8181818181818182,0.9166666666666666,0.9166666666666666,0.6930977286178778,"[0.7857142857142857, 0.6923076923076923, 0.6666666666666666, 0.6363636363636364]",1.0,1.3,13,10,0.6997522298221912,"[0.8571428571428571, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454]",1.0,1.0,13,13,0.9381576180458069,0.9747598767280579,0.2509432,0.55413663
826,what did matte and maie fish for in the summer ?,explicit,"all good things go in threes , so matte and his wife fished for salmon in spring , for herring in summer , and for cod in winter . when on saturdays the weather was fine and the wind favourable , they sailed to the nearest town , sold their fish , and went to church on sunday . but it often happened that for weeks at a time they were quite alone on the rock ahtola , and had nothing to look at except their little yellow - brown dog , which bore the grand name of prince , their grass tufts , their",herring .,herring .,salmon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.8482135534286499,0.8482135534286499,-0.69343543,-0.69343543
827,where did the princess travel till ?,explicit,"besides these , i want a cloak made of a thousand different kinds of skin ; every animal in your kingdom must give a bit of his skin to it . ' but she thought to herself , ' this will be quite impossible , and i shall not have to marry someone i do not care for . ' the king , however , was not to be turned from his purpose , and he commanded the most skilled maidens in his kingdom to weave the three dresses , one as golden as the sun , and one as silver as the moon , and one as shining as the st",a large forest .,till she came to a large forest .,a large forest,1.0,1.0,1.0,1.0,0.6,0.5,0.6,0.6,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.18887560283756186,"[1.0, 1.0, 1.0, 1.0]",0.18887560283756186,0.375,3,8,0.9493292570114136,0.8962318301200867,0.779421,-1.0729228
828,"how did the prince feel when he found an old woman, who begged him to help her out of the ditch ?",implicit,"a young prince was riding one day through a meadow that stretched for miles in front of him , when he came to a deep open ditch . he was turning aside to avoid it , when he heard the sound of someone crying in the ditch . he dismounted from his horse , and stepped along in the direction the sound came from . to his astonishment he found an old woman , who begged him to help her out of the ditch . the prince bent down and lifted her out of her living grave , asking her at the same time how she ha",astonished .,astonished .,astonishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.8411248922348022,0.8411248922348022,0.7834554,0.7834554
829,what did the goodwife want to eat with her cream ?,explicit,"but it was not so easy to get hold of the wee bannock . it was in vain that the goodwife threw her clue at it , and that the goodman tried to chase it into a corner and knock it down with his shuttle . it dodged , and turned , and twisted , like a thing bewitched , till at last it flew out at the door again , and vanished down the hill , "" for all the world , "" as the old woman said , "" like a new tarred sheep , or a daft cow . "" in the next house that it came to it found the goodwife in the kit",cakes .,cakes .,The goodwife wanted to eat cake .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18575057999133598,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,3.5,7,2,0.18575057999133598,"[0.25, 0.14285714285714285, 0.16666666666666666, 0.2]",1.0,3.5,7,2,0.8785767555236816,0.8785767555236816,-0.75022566,-0.75022566
830,how did lady morna feel while paul was leaving for the great palace of orphir ?,implicit,"at these words harold 's vanity was flattered , and he thought that , after all , his step - brother was right , and that he had a very small chance , with his meagre gift of speech , of being successful in his suit . so he threw down his dagger , and , shaking hands with him , begged him to pardon his unkind thoughts , and went down the winding stair again in high good - humour with himself and all the world . by this time it was coming near to the feast of yule , and at that festival it was th",sad .,she was full of sadness .,she was saddened,0.0,0.0,0.0,0.0,0.5,0.3333333333333333,0.5,0.5,0.4518010018049224,"[0.25, 0.3333333333333333, 0.5, 1.0]",1.0,1.5,3,2,0.2601300475114444,"[0.75, 0.6666666666666666, 0.5, 1.0]",0.36787944117144233,0.5,3,6,0.8571885824203491,0.9133062958717346,-0.34960264,0.34146866
831,what did harold do before he died ?,implicit,"alas ! alas ! scarce had he gained the hall than he fell to the ground in great pain . everyone crowded round him , and the two countesses , terrified now by what they had done , tried in vain to tear the magic vest from his body . but he felt that it was too late , the deadly poison had done its work , and , waving them aside , he turned to his brother , who , in great distress , had knelt down and taken him tenderly in his arms . "" i wronged thee , paul , "" he gasped . "" for thou hast ever bee",revealed who killed him .,warned paul about his aunts who are trying to kill him .,"harold swore a great oath that he would be avenged , not only on snorro the dwarf , but also on his wicked step - mother and her cruel sister .",0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.05263157894736842,0.05263157894736842,0.03901663112717908,"[0.0625, 0.03225806451612903, 0.03333333333333333, 0.034482758620689655]",1.0,6.2,31,5,0.04317900023606586,"[0.09375, 0.03225806451612903, 0.03333333333333333, 0.034482758620689655]",1.0,2.5833333333333335,31,12,0.8304105997085571,0.8475243449211121,-1.4273281,-1.0111114
832,what animals did the couple own ?,explicit,"there was once an old man and his wife , who lived in a dear little cottage by the side of a burn . they were a very canty and contented couple , for they had enough to live on , and enough to do . indeed , they considered themselves quite rich , for , besides their cottage and their garden , they possessed two sleek cows , five hens and a cock , an old cat , and two kittens . the old man spent his time looking after the cows , and the hens , and the garden ; while the old woman kept herself bus","two sleek cows , five hens and a cock , an old cat , and two kittens .","two sleek cows , five hens and a cock , and old cat and two kittens .","cows , hens and a cock , an old cat , and kittens",0.8333333333333333,0.6363636363636364,0.8333333333333333,0.8333333333333333,0.75,0.4545454545454546,0.75,0.75,0.5610681750588928,"[1.0, 0.8461538461538461, 0.75, 0.7272727272727273]",0.6807123983233854,0.7222222222222222,13,18,0.3440113080900796,"[0.8571428571428571, 0.6153846153846154, 0.3333333333333333, 0.2727272727272727]",0.7351414805916845,0.7647058823529411,13,17,0.9445863962173462,0.9303447008132935,-0.13615385,-0.26267034
833,why was the king's daughter not pleased with what her father told the councillors ?,implicit,"now , the king had a daughter , who was just as beautiful as her dead mother , and had just such golden hair . one day when she had grown up , her father looked at her , and saw that she was exactly like her mother , so he said to his councillors , ' i will marry my daughter to one of you , and she shall be queen , for she is exactly like her dead mother , and when i die her husband shall be king . ' but when the princess heard of her father 's decision , she was not at all pleased , and said to",she had no say in his decision .,she did not want to marry someone she did not care for .,cloak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007667982759693039,"[0.5, 1.0, 1.0, 1.0]",0.0009118819655545162,0.125,1,8,5.16664614247128e-06,"[0.5, 1.0, 1.0, 1.0]",6.14421235332821e-06,0.07692307692307693,1,13,0.8288368582725525,0.8305373191833496,-1.6290388,-1.8931112
834,where did the deer lead ian to ?,explicit,"then ian was killed a second time , and after the rest of the robbers had eaten , they lay down and slept till morning . no sooner were their faces touched with the sun 's rays than they were up and off . then the deer entered and dropped the healing wax on the dead man , and he was as well as ever . by this time he did not mind what befell him , so sure was he that the deer would take care of him , and in the evening that which had happened before happened again -- the four robbers were put to ",a little white cottage .,a little white cottage where dwelt an old woman and her son .,the deer led ian to a little white cottage,0.6153846153846153,0.5454545454545454,0.6153846153846153,0.6153846153846153,0.380952380952381,0.3157894736842105,0.380952380952381,0.380952380952381,0.392814650900513,"[0.5, 0.4444444444444444, 0.375, 0.2857142857142857]",1.0,1.8,9,5,0.25186505044536794,"[0.5, 0.4444444444444444, 0.375, 0.2857142857142857]",0.6411803884299546,0.6923076923076923,9,13,0.8933327794075012,0.8668092489242554,-0.53731626,-1.0838827
835,why was the queen to marry some one else ?,explicit,""" well , "" said the man , "" i will lend you a pair of snowshoes . when you stand in them you will come to my brother , who lives a hundred miles further on . he is the lord of all the fishes in the sea . ask him . but do not forget to turn the snowshoes around again . "" the king thanked him , stepped into the snowshoes , and when he came to the one who was lord of all the fishes in the sea , he turned them around , and they ran back like the others . there he once more asked about whiteland . th",the king had not come home again .,the king has not come home again .,None of the above choices .,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.17516432701748888,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.7165313105737893,0.75,6,8,0.8419910669326782,0.8515233397483826,-1.2988628,-1.2209196
836,how did the gentleman feel after the old woman said she could help him ?,implicit,"' sir , ' she said , ' i know all that has happened to you , and how you are seeking if in any wise you can save your life . but there is none that can answer that question save only i myself , if you will promise to do all i ask . ' at her words the prisoner felt as if a load had all at once been rolled off him . ' oh , save me , and i will do anything ! ' he cried . ' it is so hard to leave the world and go out into the darkness . ' ' you will not need to do that , ' answered the old woman , '",relieved .,relieved .,angered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.30934850332660563,"[0.5, 1.0, 1.0, 1.0]",0.36787944117144233,0.5,1,2,0.9118008017539978,0.9118008017539978,-0.8361483,-0.8361483
837,how did the prince find out where rose-red was ?,explicit,"two years passed , and the youth no longer thought of any danger . hence , when the flowers began to bloom in the spring , rose - red went driving in a small wagon outside the city , near the river . and there one of the prince 's servants saw her , and informed his master . the latter sent for the youth , who , since he could not conceal the matter , told him the whole story exactly as it had happened . said the prince : "" the whole blame rests on rose - red . i do not reproach you . yet since ","one of the prince 's servants saw her , and informed the prince .","one of the prince 's servants saw her , and informed his master .",the prince 's servants saw her,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.625,0.6666666666666666,0.6666666666666666,0.2635971381157267,"[1.0, 1.0, 1.0, 1.0]",0.2635971381157267,0.42857142857142855,6,14,0.2635971381157267,"[1.0, 1.0, 1.0, 1.0]",0.2635971381157267,0.42857142857142855,6,14,0.9239528775215149,0.9200647473335266,0.4713599,0.380808
838,why did lady morna treat harold with great kindness ?,explicit,"she raised it to her lips , but she only made a pretence at drinking , for she had seen the hated earl fingering the cup , and she feared some deed of treachery . when he had gone back to his seat she managed to pour the whole of the wine on the floor , and smiled to herself at the look of satisfaction that came over harold 's face as she put down the empty cup . his satisfaction increased , for from that moment she felt so afraid of him that she treated him with great kindness , hoping that by ",she felt so afraid of him .,she felt so afraid of him .,harold 's desire to keep in his good graces,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11868405219520975,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.2857142857142858,9,7,0.11868405219520975,"[0.1, 0.1111111111111111, 0.125, 0.14285714285714285]",1.0,1.2857142857142858,9,7,0.8494304418563843,0.8494304418563843,-1.1505536,-1.1505536
839,what did maie want to possess ?,explicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",a fairy cow .,a fairy cow .,a fairy cow,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.7165313105737893,"[1.0, 1.0, 1.0, 1.0]",0.7165313105737893,0.75,3,4,0.9704017043113708,0.9704017043113708,0.80157465,0.80157465
840,why did the country people seek for snorro's help ?,implicit,"and he would not attend to the country people who came to seek his help , unless they bowed themselves humbly before him and spoke to him as if he were a king . i say that the country people sought his help , for he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices . he was also the possessor of a wo",he made medicines and potions .,to buy potions .,"he spent his time , or appeared to spend it , in collecting herbs and simples on the hillsides , which he carried home with him to his dark abode , and distilled medicines and potions from them , which he sold to his neighbours at wondrous high prices .",0.163265306122449,0.0851063829787234,0.163265306122449,0.163265306122449,0.08510638297872342,0.0,0.08510638297872342,0.08510638297872342,0.04949727050808081,"[0.11764705882352941, 0.06, 0.04081632653061224, 0.020833333333333332]",1.0,8.333333333333334,50,6,0.028577262451992175,"[0.0784313725490196, 0.02, 0.02040816326530612, 0.020833333333333332]",1.0,12.5,50,4,0.8689352869987488,0.8461855053901672,-0.62225544,-1.066706
841,why did everyone acknowledge the gentleman as the next king ?,implicit,"' by and bye i was born , and was brought up by my grandfather in one of his great houses . here are the rings you gave to my mother , and here is the cross , and these will prove if i am your son or not . ' as he spoke the young man laid the jewels at the feet of the king , and the nobles and the judges pressed round to examine them . the king alone did not move from his seat , for he had forgotten the hall of justice and all about him , and saw only the apple - orchard , as it was twenty years",the prince was adopted .,"the king said "" and let everyman present swear to acknowledge him as king , after my death "" .",None of the above choices .,0.22222222222222224,0.0,0.22222222222222224,0.22222222222222224,0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.24446151121745047,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",1.0,1.2,6,5,0.023705913809862502,"[0.42857142857142855, 0.16666666666666666, 0.2, 0.25]",0.09697196786440505,0.3,6,20,0.8611363172531128,0.8289704918861389,-1.4959905,-1.3501893
