id,question,ex_or_im,story_section,reference_answer1,reference_answer2,generated_answer,rouge1_a1,rouge2_a1,rougeL_a1,rougeLsum_a1,rouge1_a2,rouge2_a2,rougeL_a2,rougeLsum_a2,bleu_a1,precisions_a1,brevity_penalty_a1,length_ratio_a1,translation_length_a1,reference_length_a1,bleu_a2,precisions_a2,brevity_penalty_a2,length_ratio_a2,translation_length_a2,reference_length_a2,bleurt_score_a1,bleurt_score_a2
74,why did snorro lose all chance of finding the magic carbuncle ?,implicit,"no one knew what had become of them ; a few people were inclined to think that the dwarf and his raven had accompanied the countess fraukirk and the countess helga on their flight , but the greater part of the islanders held to the belief , which i think was the true one , that the powers of the air spirited snorro away , and shut him up in some unknown place as a punishment for his wickedness , and that his raven accompanied him . at any rate , he was never seen again by any living person , and",he did not live on the island anymore .,he no longer lived near wart hill .,"the powers of the air spirited snorro away , and shut him up in some unknown place as a punishment for his wickedness , and that his raven accompanied him .",0.05555555555555556,0.0,0.05555555555555556,0.05555555555555556,0.0,0.0,0.0,0.0,0.04317900023606586,"[0.09375, 0.03225806451612903, 0.03333333333333333, 0.034482758620689655]",1.0,3.4444444444444446,31,9,0.03901663112717908,"[0.0625, 0.03225806451612903, 0.03333333333333333, 0.034482758620689655]",1.0,3.875,31,8,-0.9576206,-1.0708756
75,why did the jelly fish feel discouraged ?,implicit,"the jelly fish wondered at this speech and the mocking tone in which it was uttered . then he asked the monkey if it was n't his intention to come with him at once after getting his liver . the monkey replied laughingly that he could n't afford to lose his liver : it was too precious . "" but remember your promise ! "" pleaded the jelly fish , now very discouraged . "" that promise was false , and anyhow it is now broken ! "" answered the monkey . then he began to jeer at the jelly fish and told him",the monkey tricked him .,the monkey replied laughlingly that he could n't afford to lose his liver .,"he had no wish to lose his life , which he certainly would have done had he gone on to the sea king 's palace to the old doctor waiting for him , instead of persuading the jelly fish to return under false pretenses .",0.08695652173913042,0.0,0.08695652173913042,0.08695652173913042,0.17857142857142858,0.07407407407407408,0.14285714285714285,0.14285714285714285,0.0317901171581787,"[0.08695652173913043, 0.022222222222222223, 0.022727272727272728, 0.023255813953488372]",1.0,9.0,45,5,0.05722548119254381,"[0.15217391304347827, 0.06666666666666667, 0.045454545454545456, 0.023255813953488372]",1.0,3.2142857142857144,45,14,-1.7939595,-1.4451588
76,how will andrew feel when he realized meer-folk lived on the island ?,implicit,"but the latter did not lose heart . he gathered drift - wood along the strand , shot sea - birds , and looked for mussels and roots . he built himself a raft of drift - timber , and fished with a pole that had also been left behind . one day , while he was at work , he happened to notice a depression or hollow in the sand , as though made by the keel of a large northland schooner , and he could plainly trace the braidings of the hawsers from the strand up to the top of the island . then he thoug",excited .,relieved .,"he saw there was truth in the report he had often heard , that the meer - folk made the island their abode , and did much business with their ships .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037776418604808376,"[0.06060606060606061, 0.03125, 0.03225806451612903, 0.03333333333333333]",1.0,16.0,32,2,0.037776418604808376,"[0.06060606060606061, 0.03125, 0.03225806451612903, 0.03333333333333333]",1.0,16.0,32,2,-1.9800718,-1.82449
77,why did the two countesses try to take off the vest from harold's body ?,implicit,"alas ! alas ! scarce had he gained the hall than he fell to the ground in great pain . everyone crowded round him , and the two countesses , terrified now by what they had done , tried in vain to tear the magic vest from his body . but he felt that it was too late , the deadly poison had done its work , and , waving them aside , he turned to his brother , who , in great distress , had knelt down and taken him tenderly in his arms . "" i wronged thee , paul , "" he gasped . "" for thou hast ever bee",the vest would kill him .,to save him from the poison in the vest .,"he felt that it was too late , the deadly poison had done its work , and waving them aside he turned to his brother , who , in great distress , had knelt down and taken him tenderly in his arms .",0.09523809523809523,0.0,0.09523809523809523,0.09523809523809523,0.2173913043478261,0.0,0.13043478260869568,0.13043478260869568,0.033287135819172496,"[0.09090909090909091, 0.023255813953488372, 0.023809523809523808, 0.024390243902439025]",1.0,7.166666666666667,43,6,0.03828564254373389,"[0.1590909090909091, 0.023255813953488372, 0.023809523809523808, 0.024390243902439025]",1.0,4.3,43,10,-1.5932151,-1.1600082
78,how did paul calm harold down ?,implicit,"but that was just the very thing that happened . the lady morna , thinking no evil , accepted the countess helga 's invitation , and no sooner had the party arrived back in orkney than paul , charmed with the grace and beauty of the fair irish maiden , fell head over ears in love with her . and the lady morna , from the very first hour that she saw him , returned his love . of course this state of things could not long go on hidden , and when harold realised what had happened his anger and jealo",flattered him .,he flattered harold 's way with words .,"harold threw down his dagger and , shaking hands with him , begged him to pardon his unkind thoughts , and went down the winding stair again in high good - humour with himself and all the world .",0.05555555555555555,0.0,0.05555555555555555,0.05555555555555555,0.0975609756097561,0.0,0.0975609756097561,0.0975609756097561,0.03419816740540655,"[0.075, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,13.0,39,3,0.0367483224173178,"[0.1, 0.02564102564102564, 0.02631578947368421, 0.02702702702702703]",1.0,4.875,39,8,-1.4764444,-1.1206796
79,what will happen after the prince succeeds in bringing the mare back safely the third day ?,implicit,"on the third day the prince led the mare to the meadow again ; but once more she vanished before his eyes . then the prince took out his little bell and rang it three times . in a moment the king of the fishes appeared , and said to him : ' i know quite well what you want me to do , and i will summon all the fishes of the sea together , and tell them to bring you back the mare , who is hiding herself in a river . ' towards evening the mare was returned to him , and when he led her home to the mo",he will receive a reward .,he will get a reward .,"a foal of the mare , which the mother dragon at once gave him , and over and above , a cloak made of gold , for she had fallen in love with him because he had praised her beauty .",0.09756097560975609,0.0,0.048780487804878044,0.048780487804878044,0.09756097560975609,0.0,0.048780487804878044,0.048780487804878044,0.03493216971413917,"[0.09523809523809523, 0.024390243902439025, 0.025, 0.02564102564102564]",1.0,6.833333333333333,41,6,0.03493216971413917,"[0.09523809523809523, 0.024390243902439025, 0.025, 0.02564102564102564]",1.0,6.833333333333333,41,6,-1.2179345,-1.3085098
80,why did the widowed mistress crept softly back to the place where she had left her child ?,implicit,"the widow woman almost cried aloud for joy , for now she had learned the fairy 's secret , and her child was safe . but she dare not , in case the wicked old dame heard her and threw some other spell over her . so she crept softly back to the place where she had left her child ; then , catching him up in her arms , she ran through the wood to her house , laughing , and singing , and tossing him in the air in such a state of delight that , if anyone had met her , they would have been in danger of",she was worried the old woman heard her .,in case the wicked old dame would hear her and throw some other spell over her .,she had not had so much trouble that it had made her grow old and sober - minded before her time ; and she began to think what fun it would be to tease the fairy for a few minutes before she let her know that she had found out her name .,0.13793103448275865,0.0,0.10344827586206896,0.10344827586206896,0.18181818181818182,0.0,0.12121212121212122,0.12121212121212122,0.029817898035358722,"[0.1111111111111111, 0.018867924528301886, 0.019230769230769232, 0.0196078431372549]",1.0,5.888888888888889,53,9,0.03204141665897675,"[0.14814814814814814, 0.018867924528301886, 0.019230769230769232, 0.0196078431372549]",1.0,3.1176470588235294,53,17,-0.98504716,-1.1539981
81,how did tsui feel after meeting rose-red ?,implicit,"when the young man reached home his thoughts were all in confusion . and he sat down absent - mindedly like a wooden rooster . now it happened that he had an old servant named molo , who was an extraordinary being . "" what is the trouble , master , "" said he . "" why are you so sad ? do you not want to tell your old slave about it ? "" so the boy told him what had occurred , and also mentioned the signs the girl had made to him in secret .",confused .,sad .,he sat down absent - mindedly like a wooden rooster .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,0.11390778025531027,"[0.16666666666666666, 0.09090909090909091, 0.1, 0.1111111111111111]",1.0,5.5,11,2,-1.4597787,-1.5526977
82,why did the islanders fear the raven ?,implicit,"he was always accompanied on these occasions by an enormous grey - headed raven , who lived in the cave along with him , and who was his bosom friend and companion . the islanders feared this bird of ill omen as much , perhaps , as they feared its master ; for , although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny ab",it was a bad omen .,he was a bird of ill omen .,"the bird of ill omen as much , perhaps , as they feared its master ; for although they went to consult snorro in all their difficulties and perplexities , and bought medicines and love - potions from him , they always looked upon him with a certain dread , feeling that there was something weird and uncanny about him .",0.10344827586206896,0.0,0.034482758620689655,0.034482758620689655,0.2,0.10344827586206896,0.13333333333333333,0.13333333333333333,0.024720730750429992,"[0.08064516129032258, 0.01639344262295082, 0.016666666666666666, 0.01694915254237288]",1.0,10.166666666666666,61,6,0.06153810387464778,"[0.12903225806451613, 0.06557377049180328, 0.05, 0.03389830508474576]",1.0,7.625,61,8,-1.0032057,-1.0538836
83,what will harold do after he receives the love-potion ?,implicit,"snorro saw that he was in earnest , so without a word he entered his dwelling , and in a few minutes returned with a small phial in his hand , which was full of a rosy liquid . "" pour the contents of this into the lady morna 's wine - cup , "" he said , "" and i warrant thee that before four - and - twenty hours have passed she will love thee better than thou lovest her now . "" then he waved his hand , as if to dismiss his visitor , and disappeared into his dwelling - place . earl harold made all ",he will return home .,give lady morna the love potion in her wine .,he found a chance to pour the love - potion into the lady morna 's wine - cup .,0.1,0.0,0.1,0.1,0.4800000000000001,0.26086956521739135,0.32,0.32,0.0712695567709093,"[0.15, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,3.8,19,5,0.11986062961075741,"[0.4, 0.15789473684210525, 0.05555555555555555, 0.058823529411764705]",1.0,1.9,19,10,-1.290416,-0.14523113
84,what happened after ahti sent maie like a sky-rocket on to her island ?,implicit,"' whence comes this gust of wind ? ' said maie ; and as she spoke the sea opened and swallowed up the steamer . maie sank to the bottom like a stone , but , stretching out her arms and legs , she rose to the surface , where she found the fiddler 's fiddle , and used it as a float . at the same moment she saw close beside her the terrible head of ahti , and he had only half a beard ! ' why did you throw stones at me ? ' roared the sea - king . ' oh , your majesty , it was a mistake ! put some bea",she woke up from her dream .,she no longer had cows or her two - storey home .,"she sank to the bottom like a stone , but stretching out her arms and legs , she rose to the surface , where she found the fiddler 's fiddle , and used it as a float .",0.10256410256410256,0.0,0.10256410256410256,0.10256410256410256,0.0930232558139535,0.0,0.0930232558139535,0.0930232558139535,0.037729138673427344,"[0.10256410256410256, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,5.428571428571429,38,7,0.037729138673427344,"[0.10256410256410256, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,3.1666666666666665,38,12,-1.3542432,-1.4570254
85,how did maie feel after she found out about fairy cows ?,implicit,"matte did not understand . he had never read kalevala and knew nothing of the sea gods of old , but the students proceeded to explain to him . ' ahti , ' said they , ' is a mighty king who lives in his dominion of ahtola , and has a rock at the bottom of the sea , and possesses besides a treasury of good things . he rules over all fish and animals of the deep ; he has the finest cows and the swiftest horses that ever chewed grass at the bottom of the ocean . he who stands well with ahti is soon ",excited .,excited .,"ahti is soon a rich man but one must beware in dealing with him , for he is very changeful and touchy .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05291907393644996,"[0.08333333333333333, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,11.5,23,2,0.05291907393644996,"[0.08333333333333333, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,11.5,23,2,-1.6998585,-1.6998585
86,"what happened after the deer shook her head over ian, and wax fell from her ear ?",implicit,"' it is the man who is lying under the cask , ' answered the leader . ' go and kill him , and then come and eat your food and sleep , for we must be off betimes in the morning . ' so four of them killed the fisher 's son and left him , and then went to bed . by sunrise they were all out of the house , for they had far to go . and when they had disappeared the deer came off the roof , to where the dead man lay , and she shook her head over him , and wax fell from her ear , and he jumped up as wel",he was alive again .,ian jumped up as well as ever .,he jumped up as well as ever .,0.18181818181818182,0.0,0.18181818181818182,0.18181818181818182,0.8571428571428571,0.8333333333333334,0.8571428571428571,0.8571428571428571,0.17747405280050269,"[0.3333333333333333, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.6,8,5,0.8633400213704505,"[0.8888888888888888, 0.875, 0.8571428571428571, 0.8333333333333334]",1.0,1.0,8,8,-0.8290165,0.46043697
87,why was the young man's mother angry at her son ?,implicit,"' i will give them , ' answered the man , and he took the horse , and the youth took the gun and the dog and the falcon , and went home with them . but when his mother heard what he had done she was very angry , and beat him with a stick which she had in her hand . ' that will teach you to sell my property , ' said she , when her arm was quite tired , but ian her son answered her nothing , and went off to his bed , for he was very sore . that night he rose softly , and left the house carrying th",he sold her property .,he sold her property .,beat him with a stick which she had in her hand .,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.13333333333333333,0.0,0.13333333333333333,0.13333333333333333,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,2.4,12,5,0.11498759556447223,"[0.23076923076923078, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,2.4,12,5,-1.1572315,-1.1572315
88,how did the young men feel after matte and maie fed them ?,implicit,"but the herring were now ready , and the students ate enough for six , and gave prince some cold meat which they happened to have in the boat . prince sat on his hind legs with delight and mewed like a pussy cat . when all was finished , the students handed matte a shining silver coin , and allowed him to fill his pipe with a special kind of tobacco . they then thanked him for his kind hospitality and went on their journey , much regretted by prince , who sat with a woeful expression and whined ",grateful .,thankful .,a woeful expression and whined on the shore as long as he could see a flip of the boat 's white sail in the distance .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04668049023095243,"[0.07407407407407407, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,13.0,26,2,0.04668049023095243,"[0.07407407407407407, 0.038461538461538464, 0.04, 0.041666666666666664]",1.0,13.0,26,2,-1.741892,-1.6376176
89,why did the cook want to peep at the company upstairs ?,implicit,"she had run to her little room and had quickly taken off her dress , made her face and hands black , put on the fur cloak , and was once more the many - furred creature . when she came into the kitchen and was setting about her work of sweeping the ashes together , the cook said to her , ' let that wait till to - morrow , and just cook the king 's soup for me ; i want to have a little peep at the company upstairs ; but be sure that you do not let a hair fall into it , otherwise you will get noth",he heard about a fair maiden there .,he wanted to see the guests upstairs .,"be sure that you do not let a hair fall into it , otherwise you will get nothing to eat in future .",0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.05856458233275369,"[0.125, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,2.875,23,8,0.05856458233275369,"[0.125, 0.043478260869565216, 0.045454545454545456, 0.047619047619047616]",1.0,2.875,23,8,-1.5463268,-1.4309803
90,why did all three daughters have to spend the night with the goose ?,implicit,"then dullhead fell to at once to hew down the tree , and when it fell he found amongst its roots a goose , whose feathers were all of pure gold . he lifted it out , carried it off , and took it with him to an inn where he meant to spend the night . now the landlord of the inn had three daughters , and when they saw the goose they were filled with curiosity as to what this wonderful bird could be , and each longed to have one of its golden feathers . the eldest thought to herself : ' no doubt i s",they were all stuck to the goose .,they were stuck to the goose .,"the younger sister could not imagine why she was to keep off , and thought to herself : ' no doubt i shall soon find a good opportunity to pluck out one of its feathers , ' and the first time dullhead happened to leave the room she caught hold of the goose by its wing .",0.10344827586206895,0.03571428571428571,0.10344827586206895,0.10344827586206895,0.10526315789473684,0.03636363636363636,0.10526315789473684,0.10526315789473684,0.03148013662646499,"[0.08620689655172414, 0.03508771929824561, 0.017857142857142856, 0.01818181818181818]",1.0,7.125,57,8,0.03148013662646499,"[0.08620689655172414, 0.03508771929824561, 0.017857142857142856, 0.01818181818181818]",1.0,8.142857142857142,57,7,-1.5105534,-1.4838374
91,how did countess fraukirk and countess helga feel after they received the sealed packet ?,implicit,"they opened the casement , and with a hoarse croak the creature let the packet drop on to the floor ; then it flapped its great wings and rose slowly into the air again its head turned in the direction of hoy . with fingers that trembled with excitement they broke the seals and undid the packet . it contained a piece of the most beautiful material that anyone could possibly imagine , woven in all the colours of the rainbow , and sparkling with gold and jewels . "" twill make a bonnie waistcoat , ",excited .,excitement .,the silent earl will be a braw man when he gets it on .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08839374326825923,"[0.13333333333333333, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,7.0,14,2,0.08839374326825923,"[0.13333333333333333, 0.07142857142857142, 0.07692307692307693, 0.08333333333333333]",1.0,7.0,14,2,-1.6297255,-1.6355304
92,why did tsui grow sad again ?,implicit,"said molo : "" when she stretched out three fingers , it meant that she is quartered in the third court of the palace . when she turned round her hand three times , it meant the sum of three times five fingers , which is fifteen . when she pointed at the little mirror , she meant to say that on the fifteenth , when the moon is round as a mirror , at midnight , you are to go for her . "" then the young man was roused from his confused thoughts , and was so happy he could hardly control himself . bu",he thought that it would not be possible to go into the prince 's palace to meet rose - red .,the prince 's palace is shut off as thought by an ocean .,"roused from his confused thoughts , and was so happy he could hardly control himself .",0.06060606060606061,0.0,0.06060606060606061,0.06060606060606061,0.0,0.0,0.0,0.0,0.0622825289263835,"[0.17647058823529413, 0.0625, 0.06666666666666667, 0.07142857142857142]",0.7316156289466418,0.7619047619047619,16,21,0.07692375026049747,"[0.11764705882352941, 0.0625, 0.06666666666666667, 0.07142857142857142]",1.0,1.2307692307692308,16,13,-1.0269318,-1.2100836
93,how will the demons feel about the disagreeable old man's dancing ?,implicit,"the old man now stood up and opened his fan and began to dance . but he had never learned to dance , and knew nothing about the necessary gestures and different positions . he thought that anything would please the demons , so he just hopped about , waving his arms and stamping his feet , imitating as well as he could any dancing he had ever seen .",dissatisfied .,disappointed .,"he thought that anything would please the demons so he just hopped about , waving his arms and stamping his feet , imitating as well as he could any dancing he had ever seen .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034487891886161,"[0.05555555555555555, 0.02857142857142857, 0.029411764705882353, 0.030303030303030304]",1.0,17.5,35,2,0.034487891886161,"[0.05555555555555555, 0.02857142857142857, 0.029411764705882353, 0.030303030303030304]",1.0,17.5,35,2,-1.7495033,-1.8664565
94,why did the king pretend to help decide the brothers quarrel ?,implicit,"then the king thanked him , and did as he said . "" why do you stand there fighting till the end of time ? "" said he to the brothers . "" let me test your possessions if i am to decide your quarrel . "" that suited them ; but when he had hat , cloak and boots , he told them : "" i will give you my decision the next time we meet ! "" and with that he wished himself far away . while he was flying through the air he happened to meet the north wind . "" and where are you going ? "" asked the north wind . """,to trick them .,to wish himself back to whiteland .,"he had hat , cloak and boots .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,2.0,8,4,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.1428571428571428,8,7,-1.6513162,-1.3840646
95,what happened after the other bannock saw the old man eat one of the bannocks ?,implicit,"while they were toasting , her husband came in from the byre , and sat down to take a rest in his great arm - chair . presently his eyes fell on the bannocks , and , as they looked very good , he broke one through the middle and began to eat it . when the other bannock saw this it determined that it should not have the same fate , so it ran across the kitchen and out of the door as fast as it could . and when the old woman saw it disappearing , she ran after it as fast as her legs would carry he",the other bannock tried to escape .,it ran across the kitchen and out of the door as fast as it could .,"she ran after it as fast as her legs would carry her , holding her spindle in one hand and her distaff in the other .",0.13333333333333333,0.07142857142857142,0.13333333333333333,0.13333333333333333,0.35897435897435903,0.1081081081081081,0.2051282051282051,0.2051282051282051,0.0660161823828377,"[0.14814814814814814, 0.07692307692307693, 0.04, 0.041666666666666664]",1.0,3.7142857142857144,26,7,0.10640850690356463,"[0.3333333333333333, 0.11538461538461539, 0.08, 0.041666666666666664]",1.0,1.625,26,16,-1.3029584,-0.8584034
96,how will the two countesses feel after harold takes the vest ?,implicit,""" for whom hast thou purchased that ? "" he asked , hoping to hear that it was intended for him . "" tis a christmas gift for thy brother paul , "" answered his mother , and she would have gone on to tell him how deadly a thing it was , had he given her time to speak . but her words fanned his fury into madness , for it seemed to him that this hated brother of his was claiming everything . "" everything is for paul ! i am sick of his very name , "" he cried . "" by my troth , he shall not have this ! ",afraid .,scared .,"tis a christmas gift for thy brother paul , "" answered his mother , and she would have gone on to tell him how deadly a thing it was , had he given her time to speak .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03172629746109536,"[0.05128205128205128, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,19.0,38,2,0.03172629746109536,"[0.05128205128205128, 0.02631578947368421, 0.02702702702702703, 0.027777777777777776]",1.0,19.0,38,2,-1.6585374,-1.718504
97,how were andrew's feelings about being capsized different from how other people would feel ?,implicit,"there was once a rich peasant who had two sons , named john nicholas and lucky andrew . the oldest was one of those fellows of whom one never can quite make head or tail . he was a most unpleasant customer to deal with , and he was more grasping and greedy than the folk of the northland are , as a rule , though it is only too rare to find them unblessed with these attractive qualities . the other , lucky andrew , was wild and high spirited , but always good natured , and no matter how badly off ",other people would be scared or upset .,he felt lucky and not scared .,"he would reply : "" o , quite well .",0.15384615384615383,0.0,0.15384615384615383,0.15384615384615383,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,1.25,10,8,0.13950796967929133,"[0.2727272727272727, 0.1, 0.1111111111111111, 0.125]",1.0,1.4285714285714286,10,7,-1.0363901,-0.8402054
98,why did the poor widow give a piteous cry ?,implicit,"a joyful woman was the mistress of kittlerumpit when she saw it do this , for she felt that her rent was safe ; and in her relief and gratitude she would have kissed the hem of the strange lady 's green gown , if she would have allowed it , but she would not . "" no , no , "" said she , and her voice sounded harsher than ever . "" let us have no fine meanderings , but let us stick to our bargain . i have done my part , and mended the pig ; now ye must do yours , and give me what i like to ask -- yo",the old woman was a wicked fairy .,the green - clad lady was a fairy .,"she knew now what she had not guessed before -- that the green - clad lady was a fairy , and a wicked fairy too .",0.3448275862068965,0.22222222222222224,0.3448275862068965,0.3448275862068965,0.4827586206896552,0.4444444444444445,0.4827586206896552,0.4827586206896552,0.10738037495669005,"[0.25925925925925924, 0.15384615384615385, 0.08, 0.041666666666666664]",1.0,3.25,26,8,0.2988565156407745,"[0.37037037037037035, 0.3076923076923077, 0.28, 0.25]",1.0,2.888888888888889,26,9,-0.634391,-0.23134363
99,what will jock do when his wife sees the bannock ?,implicit,"this time it ran up a burnside till it came to a little cottage standing among the heather . here the goodwife was making porridge for the supper in a pot over the fire , and her husband was sitting in a corner plaiting ropes of straw with which to tie up the cow . "" oh , jock ! come here , come here , "" cried the goodwife . "" you are crying for a little bannock for your supper ; come here , histie , quick , and help me to catch it . "" "" ay , ay , "" assented jock , jumping to his feet and hurryi",try to find the bannock .,help her catch it .,he tripped and fell and the wee bannock jumped over him and flew laughing out at the door .,0.1739130434782609,0.0,0.1739130434782609,0.1739130434782609,0.0,0.0,0.0,0.0,0.07658412276041004,"[0.2, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,3.1666666666666665,19,6,0.06439931429457924,"[0.1, 0.05263157894736842, 0.05555555555555555, 0.058823529411764705]",1.0,3.8,19,5,-1.0980401,-1.5632329
100,why was the farmer glad to see the young man carrying a gun ?,implicit,"' ah , you have a gun , ' said the farmer as the young man placed it in a corner . ' that is well , for a deer comes every evening to eat my corn , and i can not catch it . it is fortune that has sent you to me . ' ' i will gladly remain and shoot the deer for you , ' replied the youth , and that night he hid himself and watched till the deer came to the cornfield ; then he lifted his gun to his shoulder and was just going to pull the trigger , when , behold ! instead of a deer , a woman with lo",he needed help catching a deer .,a deer gomes very evening to eat his corn and he can not catch it .,"a deer comes every evening to eat my corn , and i can not catch it .",0.19047619047619044,0.10526315789473682,0.19047619047619044,0.19047619047619044,0.7333333333333333,0.5,0.7333333333333333,0.7333333333333333,0.10216198665886358,"[0.2222222222222222, 0.11764705882352941, 0.0625, 0.06666666666666667]",1.0,2.4285714285714284,17,7,0.3817666460451127,"[0.7222222222222222, 0.47058823529411764, 0.3125, 0.2]",1.0,1.0625,17,16,-0.8868454,-0.07413612
101,what did harold do before he died ?,implicit,"alas ! alas ! scarce had he gained the hall than he fell to the ground in great pain . everyone crowded round him , and the two countesses , terrified now by what they had done , tried in vain to tear the magic vest from his body . but he felt that it was too late , the deadly poison had done its work , and , waving them aside , he turned to his brother , who , in great distress , had knelt down and taken him tenderly in his arms . "" i wronged thee , paul , "" he gasped . "" for thou hast ever bee",revealed who killed him .,warned paul about his aunts who are trying to kill him .,"swore a great oath that he would be avenged , not only on snorro the dwarf , but also on his wicked step - mother and her cruel sister .",0.0,0.0,0.0,0.0,0.05405405405405406,0.0,0.05405405405405406,0.05405405405405406,0.04034110170120257,"[0.06451612903225806, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,6.0,30,5,0.044644767873512764,"[0.0967741935483871, 0.03333333333333333, 0.034482758620689655, 0.03571428571428571]",1.0,2.5,30,12,-1.2384179,-0.8457762
102,how did the old man feel to see their strange antics ?,implicit,"it made the old man laugh to see their strange antics . "" how amusing this is ! "" laughed the old man to himself "" i am now quite old , but i have never seen anything so strange in all my life . "" he was so interested and excited in watching all that the demons were doing , that he forgot himself and stepped out of the tree and stood looking on .",amused .,amused .,"so interested and excited in watching all that the demons were doing , that he forgot himself and stepped out of the tree and stood looking on .",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04327969719414172,"[0.06896551724137931, 0.03571428571428571, 0.037037037037037035, 0.038461538461538464]",1.0,14.0,28,2,0.04327969719414172,"[0.06896551724137931, 0.03571428571428571, 0.037037037037037035, 0.038461538461538464]",1.0,14.0,28,2,-1.6148584,-1.6148584
103,how did the bonze feel when the farmer refused to sell his pears to him ?,implicit,"once upon a time there was a farmer who had carted pears to market . since they were very sweet and fragrant , he hoped to get a good price for them . a bonze with a torn cap and tattered robe stepped up to his cart and asked for one . the farmer repulsed him , but the bonze did not go . then the farmer grew angry and began to call him names . the bonze said : "" you have pears by the hundred in your cart . i only ask for one . surely that does you no great injury . why suddenly grow so angry abo",frustrated .,calm .,angry and began to call him names .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,4.0,8,2,-0.2807687,-1.4036278
104,what happened after the bannock fell into the fox's hole ?,implicit,"as for the poor little bannock , it thought that it would creep under a whin bush and lie there till morning , but it was so dark that it never saw that there was a fox 's hole there . so it fell down the fox 's hole , and the fox was very glad to see it , for he had had no food for two days . "" oh , welcome , welcome , "" he cried ; and he snapped it through the middle with his teeth , and that was the end of the poor wee bannock . and if a moral be wanted for this tale , here it is : that peopl",the fox ate the bannock .,the fox ate the bannock .,he had no food for two days .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,0.16036590969929357,"[0.2222222222222222, 0.125, 0.14285714285714285, 0.16666666666666666]",1.0,1.3333333333333333,8,6,-1.5265033,-1.5265033
105,how did the gentleman feel after he heard a strange noise in the room ?,implicit,"one night the prince returned after a longer chase than usual , and he was so tired that he went up straight to bed . suddenly he was awakened by a strange noise in the room , and suspecting that a robber might have stolen in , he jumped out of bed , and seized his sword , which lay ready to his hand . then he perceived that the noise proceeded from the next room , which belonged to the princess , and was lighted by a burning torch . creeping softly to the door , he peeped through it , and behel",startled .,alert .,he was so tired that he went up straight to bed .,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10390302174233558,"[0.15384615384615385, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,6.0,12,2,0.10390302174233558,"[0.15384615384615385, 0.08333333333333333, 0.09090909090909091, 0.1]",1.0,6.0,12,2,-1.7130568,-1.463372
